tahun,bulan,jenis,kode_trayek,trayek,jumlah_penumpang
2021,11,Angkutan Umum Integrasi,2P,Gondangdia - Senen,4653
2021,11,Angkutan Umum Integrasi,1R,Senen - Tanah Abang,8995
2021,11,Angkutan Umum Integrasi,1Q,Rempoa - Blok M,29556
2021,11,Angkutan Umum Integrasi,1P,Senen - Bundaran Senayan,13565
2021,11,Angkutan Umum Integrasi,1N,Tanah Abang - Blok M,14060
2021,11,Angkutan Umum Integrasi,1M,Meruya - Blok M,22326
2021,11,Angkutan Umum Integrasi,1H,Tanah Abang - Stasiun Gondangdia,50329
2021,11,Angkutan Umum Integrasi,1F,Stasiun Palmerah - Bundaran Senayan,0
2021,11,Angkutan Umum Integrasi,1E,Pondok  Labu - Blok M,78905
2021,11,Angkutan Umum Integrasi,1C,Pesanggrahan - Blok M,16241
2021,11,Angkutan Umum Integrasi,1B,Stasiun Palmerah - Tosari,40391
2021,11,Angkutan Umum Integrasi,1A,PIK - Balai Kota,82972
2021,11,Angkutan Umum Integrasi,12A,Pelabuhan Kaliadem - Kota,1463
2021,11,Angkutan Umum Integrasi,12B,Pluit - Senen,10187
2021,11,Angkutan Umum Integrasi,11Q,Kampung Melayu - Pulo Gebang via BKT,11353
2021,11,Angkutan Umum Integrasi,11D,Pulo Gebang - Pulo Gadung 2 via PIK,59155
2021,11,Angkutan Umum Integrasi,10K,Tanjung Priok - Senen via Taman  BMW,34498
2021,11,Angkutan Umum Integrasi,GR4,Taman Kota Intan - Museum Bahari,4
2021,11,Angkutan Umum Integrasi,GR5,Kota Tua Explorer,3
